,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
FBgn0263346.6,2.59057134072581e-38,0.449670256180011,0.334,0.691,5.18114268145161e-35,7,FBgn0263346
FBgn0283437.6,4.07025262440568e-38,-1.88027320183422,0.867,0.902,8.14050524881135e-35,7,FBgn0283437
FBgn0000412.4,6.8045111534131e-38,-0.730453605711816,0.624,0.736,1.36090223068262e-34,7,FBgn0000412
FBgn0004569.2,1.30797556379629e-36,0.307146467291219,0.231,0.489,2.61595112759259e-33,7,FBgn0004569
FBgn0000043.7,1.76041203366671e-35,0.656185664221961,0.994,0.996,3.52082406733342e-32,7,FBgn0000043
FBgn0036136,5.1810718017499e-35,-0.361566908947557,0.754,0.742,1.03621436034998e-31,7,FBgn0036136
FBgn0031791.7,8.19859609874982e-35,1.15765421434674,0.355,0.768,1.63971921974996e-31,7,FBgn0031791
FBgn0036341.4,1.15447192559431e-34,1.4712831256591,0.867,0.7,2.30894385118863e-31,7,FBgn0036341
FBgn0013733.6,1.49406469239858e-34,1.36743931687973,0.852,0.842,2.98812938479716e-31,7,FBgn0013733
FBgn0034986,2.27078546697455e-33,-0.458071035515281,0.728,0.707,4.5415709339491e-30,7,FBgn0034986
FBgn0034010.7,6.22475891780505e-33,-1.10390098755262,0.867,0.868,1.24495178356101e-29,7,FBgn0034010
FBgn0029095.6,1.60431099593138e-32,0.418371839362639,0.556,0.911,3.20862199186276e-29,7,FBgn0029095
FBgn0036752.5,2.12549153773367e-32,0.592063457456043,0.349,0.753,4.25098307546734e-29,7,FBgn0036752
FBgn0002733.3,2.88071285614714e-32,-0.694201290492374,0.778,0.72,5.76142571229428e-29,7,FBgn0002733
FBgn0040206.5,3.68624299224478e-32,0.737643299015098,0.352,0.713,7.37248598448956e-29,7,FBgn0040206
FBgn0053170,5.94323938368121e-32,0.27257049433976,0.68,0.778,1.18864787673624e-28,7,FBgn0053170
FBgn0040007.1,1.84456745977443e-31,-0.623623031217357,0.822,0.994,3.68913491954886e-28,7,FBgn0040007
FBgn0028490.5,2.31417365368296e-31,0.614526817353643,0.435,0.863,4.62834730736591e-28,7,FBgn0028490
FBgn0263773.6,3.3794845456084e-31,-1.23288982347022,0.84,0.761,6.75896909121681e-28,7,FBgn0263773
FBgn0030653.5,5.89011003152683e-31,-0.703368717243229,0.74,0.683,1.17802200630537e-27,7,FBgn0030653
FBgn0033438.5,1.48403433801783e-30,-0.29673880612309,0.352,0.6,2.96806867603565e-27,7,FBgn0033438
FBgn0028734.1,1.54254474063528e-30,-0.253384013487625,0.334,0.604,3.08508948127057e-27,7,FBgn0028734
FBgn0031080.3,2.04428354503859e-30,1.57139409843718,0.867,0.846,4.08856709007719e-27,7,FBgn0031080
FBgn0040296.6,4.54674021692562e-30,1.74780191843214,0.793,0.705,9.09348043385125e-27,7,FBgn0040296
FBgn0051769.5,1.23528109513871e-29,1.48626017762975,0.737,0.642,2.47056219027743e-26,7,FBgn0051769
FBgn0051363.7,2.05346777755591e-29,1.24375291083715,0.861,0.961,4.10693555511183e-26,7,FBgn0051363
FBgn0016672.4,3.71359856566461e-29,0.776286489697209,0.393,0.77,7.42719713132922e-26,7,FBgn0016672
FBgn0032191.6,4.573419870731e-29,0.826432177955603,0.618,0.895,9.146839741462e-26,7,FBgn0032191
FBgn0028514.6,6.17941377055072e-29,-0.481123339316983,0.843,0.859,1.23588275411014e-25,7,FBgn0028514
FBgn0267976,1.92804879007405e-28,-0.3589192052589,0.766,0.772,3.8560975801481e-25,7,FBgn0267976
FBgn0002873.3,2.07662566257154e-28,-0.294593650478102,0.393,0.607,4.15325132514309e-25,7,FBgn0002873
FBgn0036433.3,3.35934512394202e-28,0.545437373625599,0.361,0.719,6.71869024788404e-25,7,FBgn0036433
FBgn0285896.3,6.47029039623282e-28,0.619307165593537,0.781,0.706,1.29405807924656e-24,7,FBgn0285896
FBgn0003124.6,6.79697706775784e-28,-0.440879721523559,0.757,0.683,1.35939541355157e-24,7,FBgn0003124
FBgn0003206.5,7.61410280476368e-28,0.420859517320666,0.444,0.772,1.52282056095274e-24,7,FBgn0003206
FBgn0262565.4,8.32329622209065e-28,0.300860730640012,0.512,0.848,1.66465924441813e-24,7,FBgn0262565
FBgn0000277.4,3.2132103388259e-27,0.269627587823171,0.855,0.764,6.42642067765181e-24,7,FBgn0000277
FBgn0035964.5,1.03433104994728e-26,0.925871893721589,0.429,0.776,2.06866209989457e-23,7,FBgn0035964
FBgn0026374.5,1.16390747870423e-26,0.430253759278377,0.53,0.8,2.32781495740846e-23,7,FBgn0026374
FBgn0013674.2,2.20928380143278e-26,0.912186246076878,0.967,0.997,4.41856760286556e-23,7,FBgn0013674
FBgn0267849.5,2.40247500669446e-26,0.876236698611175,0.852,0.728,4.80495001338893e-23,7,FBgn0267849
FBgn0052672.3,2.4635511914177e-26,0.562251393973932,0.533,0.897,4.9271023828354e-23,7,FBgn0052672
FBgn0053192.5,5.7846912132626e-26,0.32121626825026,0.491,0.684,1.15693824265252e-22,7,FBgn0053192
FBgn0051324.7,7.02131167482901e-26,-0.315995565905625,0.858,0.899,1.4042623349658e-22,7,FBgn0051324
FBgn0031150.4,9.83782486645316e-26,1.27051249132157,0.799,0.684,1.96756497329063e-22,7,FBgn0031150
FBgn0039759.6,1.59206347322518e-25,0.648162183252624,0.47,0.744,3.18412694645036e-22,7,FBgn0039759
FBgn0263380.6,2.30415231249358e-25,2.23752520878821,0.879,0.906,4.60830462498716e-22,7,FBgn0263380
FBgn0025631.2,1.06124210304582e-24,0.802087895828187,0.42,0.693,2.12248420609165e-21,7,FBgn0025631
FBgn0036805.5,1.21262037409575e-24,0.412529441488829,0.784,0.856,2.4252407481915e-21,7,FBgn0036805
FBgn0051195.2,1.45430499999984e-24,0.350186947606672,0.364,0.639,2.90860999999969e-21,7,FBgn0051195
FBgn0000071.5,1.51674796262086e-24,-0.543330704694521,0.757,0.687,3.03349592524172e-21,7,FBgn0000071
FBgn0085452.6,2.79091423022997e-24,2.25587554546861,0.899,0.851,5.58182846045994e-21,7,FBgn0085452
FBgn0033845,4.82440441982638e-24,-0.299084387727605,0.74,0.655,9.64880883965275e-21,7,FBgn0033845
FBgn0265174.5,8.17409297775845e-24,0.586517372687768,0.524,0.731,1.63481859555169e-20,7,FBgn0265174
FBgn0032117.1,1.88397824607308e-23,-0.331085897640348,0.562,0.649,3.76795649214616e-20,7,FBgn0032117
FBgn0038682.7,2.37772974877898e-23,1.58789033839576,0.908,0.9,4.75545949755796e-20,7,FBgn0038682
FBgn0030670.5,3.92850094034412e-23,0.982219264528036,0.485,0.772,7.85700188068825e-20,7,FBgn0030670
FBgn0027066.6,3.93992552971106e-23,1.3896316081766,0.876,0.945,7.87985105942211e-20,7,FBgn0027066
FBgn0003884.6,6.06266205035301e-23,0.643620786173425,0.959,0.991,1.2125324100706e-19,7,FBgn0003884
FBgn0033544.1,7.3152438339243e-23,0.32665086344187,0.524,0.69,1.46304876678486e-19,7,FBgn0033544
FBgn0263077.7,7.87686792036545e-23,0.738326335483621,0.586,0.784,1.57537358407309e-19,7,FBgn0263077
FBgn0040299.5,1.08445936774018e-22,0.616077665428183,0.497,0.811,2.16891873548037e-19,7,FBgn0040299
FBgn0266521.4,1.21514865004073e-22,0.899987647746414,0.473,0.733,2.43029730008146e-19,7,FBgn0266521
FBgn0001258.6,1.36091656700091e-22,1.0578603383902,0.358,0.672,2.72183313400182e-19,7,FBgn0001258
FBgn0036742.7,1.44225886992219e-22,0.866460650427555,0.444,0.797,2.88451773984438e-19,7,FBgn0036742
FBgn0261260.6,2.64841431652015e-22,1.14474104412838,0.343,0.695,5.2968286330403e-19,7,FBgn0261260
FBgn0027657.6,6.80376497093526e-22,1.82574663534701,0.834,0.804,1.36075299418705e-18,7,FBgn0027657
FBgn0040850.4,1.67126950768649e-21,0.609040119041455,0.746,0.768,3.34253901537299e-18,7,FBgn0040850
FBgn0012051.7,2.79457735610811e-21,0.39975964849836,0.607,0.841,5.58915471221621e-18,7,FBgn0012051
FBgn0263930.5,4.42784881584991e-21,0.40069103564426,0.429,0.668,8.85569763169982e-18,7,FBgn0263930
FBgn0050115.7,1.11752155983487e-20,0.587016285592612,0.411,0.652,2.23504311966974e-17,7,FBgn0050115
FBgn0040837.3,3.83390322571255e-20,-0.952808468509034,0.636,0.642,7.66780645142511e-17,7,FBgn0040837
FBgn0039844.7,1.18468400032605e-19,0.39702759391112,0.766,0.665,2.3693680006521e-16,7,FBgn0039844
FBgn0034638.4,2.23198200907311e-19,1.11706586812394,0.837,0.78,4.46396401814623e-16,7,FBgn0034638
FBgn0010424.6,3.34180161918487e-19,2.27799606599602,0.763,0.741,6.68360323836974e-16,7,FBgn0010424
FBgn0028475,3.75814714314246e-19,0.347843516343363,0.855,0.647,7.51629428628492e-16,7,FBgn0028475
FBgn0037387.2,3.90342833461479e-19,0.63175087300931,0.42,0.675,7.80685666922958e-16,7,FBgn0037387
FBgn0028331.5,5.67973960708848e-19,-0.593289556943106,0.467,0.64,1.1359479214177e-15,7,FBgn0028331
FBgn0036173,1.08942792153252e-18,-0.335866078697443,0.686,0.676,2.17885584306504e-15,7,FBgn0036173
FBgn0033448.6,1.12010789459321e-18,0.410075541327223,0.654,0.858,2.24021578918643e-15,7,FBgn0033448
FBgn0016059.5,1.76235245105482e-18,0.30385241180572,0.666,0.793,3.52470490210963e-15,7,FBgn0016059
FBgn0010288,2.60531580003268e-18,0.464281087233861,0.757,0.853,5.21063160006535e-15,7,FBgn0010288
FBgn0000405.2,3.72836356265108e-18,-0.351968652311597,0.63,0.623,7.45672712530216e-15,7,FBgn0000405
FBgn0262972.1,3.73316134805309e-18,0.489609466037316,0.254,0.409,7.46632269610619e-15,7,FBgn0262972
FBgn0032482.2,4.25396635646615e-18,-0.437638264023541,0.834,0.786,8.50793271293231e-15,7,FBgn0032482
FBgn0264087.1,5.81685493802844e-18,0.617233907194109,0.373,0.606,1.16337098760569e-14,7,FBgn0264087
FBgn0259923.5,7.92909938366017e-18,1.04508662073626,0.373,0.684,1.58581987673203e-14,7,FBgn0259923
FBgn0030412.5,8.33658619639076e-18,1.45606914934113,0.825,0.726,1.66731723927815e-14,7,FBgn0030412
FBgn0032721.2,8.72975350977599e-18,-0.254995701239965,0.808,0.748,1.7459507019552e-14,7,FBgn0032721
FBgn0023129.3,1.00552143502286e-17,0.408941900646011,0.467,0.653,2.01104287004571e-14,7,FBgn0023129
FBgn0039226.1,2.93866588929091e-17,0.47592520990401,0.37,0.648,5.87733177858182e-14,7,FBgn0039226
FBgn0030876.2,5.17272897812609e-17,0.742428413587402,0.784,0.662,1.03454579562522e-13,7,FBgn0030876
FBgn0259481.6,5.33484350608193e-17,0.670594146220684,0.53,0.808,1.06696870121639e-13,7,FBgn0259481
FBgn0037329,3.10974624531183e-16,0.331771610666849,0.811,0.64,6.21949249062365e-13,7,FBgn0037329
FBgn0265191.5,4.05740674260881e-16,0.76014532254798,0.734,0.673,8.11481348521762e-13,7,FBgn0265191
FBgn0259243.5,4.13389375311007e-16,0.77461699037848,0.426,0.673,8.26778750622014e-13,7,FBgn0259243
FBgn0000273.6,2.6565457793275e-15,0.588583693923593,0.391,0.599,5.31309155865499e-12,7,FBgn0000273
FBgn0024889,3.43547949976089e-15,0.274728494363506,0.553,0.676,6.87095899952178e-12,7,FBgn0024889
FBgn0052264.6,5.54067645043502e-15,0.306032899853478,0.467,0.661,1.108135290087e-11,7,FBgn0052264
FBgn0031307.7,6.70429749374126e-15,1.17018014806485,0.47,0.82,1.34085949874825e-11,7,FBgn0031307
FBgn0042112.1,8.33152249975688e-15,-0.362904349496762,0.716,0.737,1.66630449995138e-11,7,FBgn0042112
FBgn0017581.3,1.01392894056111e-14,0.787754444683072,0.598,0.839,2.02785788112223e-11,7,FBgn0017581
FBgn0046114.1,1.2534866004127e-14,-0.331976391420977,0.598,0.619,2.5069732008254e-11,7,FBgn0046114
FBgn0038206.7,1.55717199468517e-14,1.45141021839546,0.905,0.862,3.11434398937034e-11,7,FBgn0038206
FBgn0286071.5,1.61187024022635e-14,0.348939712532004,0.663,0.493,3.22374048045269e-11,7,FBgn0286071
FBgn0035871.1,1.86373455098278e-14,0.366253377408281,0.607,0.722,3.72746910196556e-11,7,FBgn0035871
FBgn0028427.6,3.96741118254398e-14,0.805910240239267,0.669,0.911,7.93482236508796e-11,7,FBgn0028427
FBgn0037956.2,4.5443666831657e-14,0.915713167184864,0.402,0.674,9.08873336633141e-11,7,FBgn0037956
FBgn0039110.1,6.76581810755548e-14,-0.353887515772279,0.746,0.645,1.3531636215111e-10,7,FBgn0039110
FBgn0033635.6,1.09599989303256e-13,1.68371076616733,0.95,0.934,2.19199978606512e-10,7,FBgn0033635
FBgn0028916.6,1.55035958685602e-13,1.60454215309863,0.802,0.798,3.10071917371204e-10,7,FBgn0028916
FBgn0022787.2,2.42550220524031e-13,0.471009595997924,0.825,0.729,4.85100441048061e-10,7,FBgn0022787
FBgn0266417.4,3.60881963483136e-13,0.871876339012647,0.577,0.819,7.21763926966273e-10,7,FBgn0266417
FBgn0037447.1,4.24238930723432e-13,0.319127293919711,0.571,0.527,8.48477861446863e-10,7,FBgn0037447
FBgn0032400.4,4.78212065763721e-13,0.813434968092608,0.488,0.818,9.56424131527442e-10,7,FBgn0032400
FBgn0051729.6,4.9205528138379e-13,0.423948762088288,0.556,0.763,9.8411056276758e-10,7,FBgn0051729
FBgn0053225.6,6.75522316781089e-13,1.28392577351922,0.923,0.959,1.35104463356218e-09,7,FBgn0053225
FBgn0035708.6,9.49699748863443e-13,1.05379120189545,0.512,0.824,1.89939949772689e-09,7,FBgn0035708
FBgn0000579.3,1.43126900395615e-12,0.855895852192964,0.571,0.847,2.8625380079123e-09,7,FBgn0000579
FBgn0004636.7,2.033825975075e-12,0.688420795749338,0.805,0.952,4.06765195014999e-09,7,FBgn0004636
FBgn0004387.5,2.53769998445662e-12,1.28457781822233,0.799,0.742,5.07539996891324e-09,7,FBgn0004387
FBgn0262582.5,3.31779695768333e-12,0.765858027175534,0.494,0.687,6.63559391536666e-09,7,FBgn0262582
FBgn0032499.7,4.01663029716482e-12,0.722036328427776,0.82,0.752,8.03326059432963e-09,7,FBgn0032499
FBgn0000083.6,8.72276805782352e-12,0.709161309187968,0.87,0.982,1.7445536115647e-08,7,FBgn0000083
FBgn0022709.6,1.09302365692318e-11,1.10903228906228,0.488,0.796,2.18604731384637e-08,7,FBgn0022709
FBgn0020251.2,1.29911624807581e-11,1.6319773729885,0.672,0.604,2.59823249615163e-08,7,FBgn0020251
FBgn0264894.4,1.38064618419559e-11,0.718086239741671,0.506,0.733,2.76129236839117e-08,7,FBgn0264894
FBgn0250823,2.02871468815571e-11,-0.537520510677898,0.601,0.598,4.05742937631142e-08,7,FBgn0250823
FBgn0037541.5,2.55309415177512e-11,0.824309653774648,0.388,0.605,5.10618830355023e-08,7,FBgn0037541
FBgn0015795.5,4.35940733764202e-11,0.771652071730445,0.675,0.873,8.71881467528404e-08,7,FBgn0015795
FBgn0050090.4,6.3192186013318e-11,0.31203668978321,0.858,0.821,1.26384372026636e-07,7,FBgn0050090
FBgn0267795.6,6.86827618500268e-11,1.39059211828645,0.899,0.947,1.37365523700054e-07,7,FBgn0267795
FBgn0004456.7,9.67506273935867e-11,0.850248813348226,0.506,0.755,1.93501254787173e-07,7,FBgn0004456
FBgn0037167.1,1.00278788838849e-10,0.725810609593938,0.595,0.532,2.00557577677699e-07,7,FBgn0037167
FBgn0037465.5,1.07320979854945e-10,0.782070737178693,0.781,0.674,2.14641959709889e-07,7,FBgn0037465
FBgn0086355.6,1.53184921647578e-10,1.23753423015611,0.799,0.732,3.06369843295156e-07,7,FBgn0086355
FBgn0035498.6,3.90311165772142e-10,1.05138586440427,0.82,0.924,7.80622331544284e-07,7,FBgn0035498
FBgn0001226.5,3.98537758028145e-10,-0.768081603041828,0.787,0.632,7.9707551605629e-07,7,FBgn0001226
FBgn0026189.7,5.12181807699375e-10,0.677684448662629,0.76,0.876,1.02436361539875e-06,7,FBgn0026189
FBgn0032318.7,5.29927589024803e-10,2.46811980283135,0.725,0.731,1.05985517804961e-06,7,FBgn0032318
FBgn0035497.3,5.67670819595227e-10,0.591658828565625,0.438,0.662,1.13534163919045e-06,7,FBgn0035497
FBgn0031682.4,7.7144731643966e-10,-0.305327368775937,0.793,0.633,1.54289463287932e-06,7,FBgn0031682
FBgn0027580.3,1.16810411002416e-09,0.948171175485543,0.429,0.629,2.33620822004833e-06,7,FBgn0027580
FBgn0266719.5,1.53541682857518e-09,0.704647797970464,0.577,0.731,3.07083365715035e-06,7,FBgn0266719
FBgn0052412.7,2.42409612624472e-09,0.46991903426154,0.683,0.84,4.84819225248944e-06,7,FBgn0052412
FBgn0035232,2.59728946105152e-09,0.290621517498235,0.793,0.655,5.19457892210305e-06,7,FBgn0035232
FBgn0051075.5,2.6164106100259e-09,-0.365820567116042,0.822,0.786,5.23282122005179e-06,7,FBgn0051075
FBgn0034200.1,4.09667787090393e-09,0.87564153198899,0.713,0.596,8.19335574180786e-06,7,FBgn0034200
FBgn0001624.5,6.26720166768358e-09,0.371577987307009,0.604,0.671,1.25344033353672e-05,7,FBgn0001624
FBgn0086356.2,6.61970565749536e-09,-0.409175580064611,0.686,0.628,1.32394113149907e-05,7,FBgn0086356
FBgn0024238.7,8.59567536508918e-09,0.309446823290247,0.604,0.903,1.71913507301784e-05,7,FBgn0024238
FBgn0050460.4,9.47422157083688e-09,0.359149333362818,0.604,0.694,1.89484431416738e-05,7,FBgn0050460
FBgn0001092.6,9.86778589711726e-09,0.701436435309827,0.562,0.903,1.97355717942345e-05,7,FBgn0001092
FBgn0004876.1,1.43564103090276e-08,0.337987014774682,0.541,0.608,2.87128206180552e-05,7,FBgn0004876
FBgn0004657.7,1.44226058674691e-08,1.04708776460691,0.834,0.943,2.88452117349382e-05,7,FBgn0004657
FBgn0261988.6,2.07606733490971e-08,0.910555246326943,0.497,0.663,4.15213466981942e-05,7,FBgn0261988
FBgn0264815.6,2.26790445723517e-08,-0.476886156892887,0.642,0.608,4.53580891447034e-05,7,FBgn0264815
FBgn0261561.5,2.59955629412784e-08,1.11525417332923,0.58,0.859,5.19911258825569e-05,7,FBgn0261561
FBgn0000640.5,1.06477581439792e-07,-0.681226276306679,0.636,0.655,0.000212955162879584,7,FBgn0000640
FBgn0259228.7,1.68622551568804e-07,0.862629096922235,0.725,0.867,0.000337245103137607,7,FBgn0259228
FBgn0000308.7,2.04141016992777e-07,0.711066236546559,0.817,0.964,0.000408282033985554,7,FBgn0000308
FBgn0032731.7,2.17012288424708e-07,0.734744697284911,0.678,0.924,0.000434024576849417,7,FBgn0032731
FBgn0034219.6,2.39424581071659e-07,0.69875230472847,0.63,0.921,0.000478849162143319,7,FBgn0034219
FBgn0036505,2.59407937883134e-07,0.594800851321955,0.633,0.688,0.000518815875766269,7,FBgn0036505
FBgn0011817.4,2.7287337767653e-07,0.349040032787603,0.642,0.706,0.000545746755353059,7,FBgn0011817
FBgn0086347.6,3.0349326699271e-07,1.57369196755883,0.822,0.906,0.00060698653398542,7,FBgn0086347
FBgn0047178.4,3.22587399747316e-07,1.14476904411389,0.743,0.858,0.000645174799494632,7,FBgn0047178
FBgn0024150.6,3.30551936760814e-07,1.14531235484354,0.536,0.752,0.000661103873521629,7,FBgn0024150
FBgn0030241.4,3.48804386618047e-07,-0.4901874809476,0.68,0.589,0.000697608773236094,7,FBgn0030241
FBgn0010395.6,3.58413659228806e-07,1.17732886219417,0.754,0.804,0.000716827318457612,7,FBgn0010395
FBgn0262160.5,8.02556049688056e-07,0.850492923208016,0.538,0.749,0.00160511209937611,7,FBgn0262160
FBgn0050098,1.13886440946013e-06,0.292120507254004,0.58,0.751,0.00227772881892026,7,FBgn0050098
FBgn0019660.1,1.15065823723169e-06,0.272322878541415,0.533,0.664,0.00230131647446338,7,FBgn0019660
FBgn0031659,1.275254920454e-06,0.260077039053935,0.793,0.665,0.00255050984090799,7,FBgn0031659
FBgn0032050.3,1.31165663124012e-06,-0.523141136383537,0.379,0.524,0.00262331326248025,7,FBgn0032050
FBgn0034005.6,1.36082198923759e-06,1.32384067558011,0.772,0.893,0.00272164397847519,7,FBgn0034005
FBgn0000256.5,1.55422154151438e-06,0.955693956628835,0.651,0.821,0.00310844308302877,7,FBgn0000256
FBgn0029174.6,1.60316460951555e-06,-0.374416954630453,0.858,0.787,0.00320632921903109,7,FBgn0029174
FBgn0030955.6,2.55827454746385e-06,0.810218967519138,0.87,0.968,0.0051165490949277,7,FBgn0030955
FBgn0265413.7,3.23451036108838e-06,1.88152873147291,0.822,0.899,0.00646902072217675,7,FBgn0265413
FBgn0030396.6,3.67347086985494e-06,1.37622402674899,0.82,0.871,0.00734694173970988,7,FBgn0030396
FBgn0261549.1,4.47151947119421e-06,0.262923226520071,0.672,0.548,0.00894303894238843,7,FBgn0261549
FBgn0034443.4,5.34203878159561e-06,1.4301722688712,0.888,0.96,0.0106840775631912,7,FBgn0034443
FBgn0034720.4,7.50181551004167e-06,1.00283816208812,0.66,0.667,0.0150036310200833,7,FBgn0034720
FBgn0260442.7,1.14042515887268e-05,0.75575592981278,0.825,0.954,0.0228085031774536,7,FBgn0260442
FBgn0015229.4,1.4185684466647e-05,1.43692207349383,0.447,0.644,0.0283713689332939,7,FBgn0015229
FBgn0031457.5,1.41895081669204e-05,0.804154124551135,0.675,0.774,0.0283790163338408,7,FBgn0031457
FBgn0014011.6,1.64826063366073e-05,1.20438117748328,0.896,0.924,0.0329652126732145,7,FBgn0014011
FBgn0043841.5,2.29286555546507e-05,0.607810963542544,0.855,0.851,0.0458573111093014,7,FBgn0043841
FBgn0000636.5,2.42535362753834e-05,0.538304092245729,0.793,0.729,0.0485070725507669,7,FBgn0000636
FBgn0041171.5,3.37713301788421e-05,0.5864364339144,0.55,0.682,0.0675426603576842,7,FBgn0041171
FBgn0019968.4,3.39850031977758e-05,1.0477092863136,0.751,0.7,0.0679700063955515,7,FBgn0019968
FBgn0267487.5,4.04712002910565e-05,0.542765527597099,0.672,0.776,0.080942400582113,7,FBgn0267487
FBgn0046294.4,4.41663435763053e-05,-0.276266844102807,0.331,0.326,0.0883326871526106,7,FBgn0046294
FBgn0030847.6,6.23398756245517e-05,0.688806716589424,0.686,0.644,0.124679751249103,7,FBgn0030847
FBgn0020304.4,7.1674450392014e-05,1.07938294505428,0.627,0.792,0.143348900784028,7,FBgn0020304
FBgn0024321.4,8.67126998169356e-05,0.516451001560797,0.692,0.625,0.173425399633871,7,FBgn0024321
FBgn0033033.6,8.90579241815143e-05,1.19219750651165,0.749,0.747,0.178115848363029,7,FBgn0033033
FBgn0265991.5,9.14100935910711e-05,1.03216176703039,0.645,0.808,0.182820187182142,7,FBgn0265991
FBgn0053111.7,0.000110081128208514,0.638737941371676,0.831,0.772,0.220162256417029,7,FBgn0053111
FBgn0014163.6,0.000114704779024823,0.611643438542032,0.769,0.82,0.229409558049647,7,FBgn0014163
FBgn0039379,0.000119673839387877,-0.271417540386815,0.784,0.615,0.239347678775755,7,FBgn0039379
FBgn0261458.6,0.000138864904246999,1.30763600684838,0.905,0.966,0.277729808493997,7,FBgn0261458
FBgn0029507.5,0.000148532808856415,1.4883132754838,0.615,0.833,0.297065617712831,7,FBgn0029507
FBgn0032140.6,0.000210271428440032,0.742007270169615,0.592,0.919,0.420542856880064,7,FBgn0032140
FBgn0038088.6,0.000223193798022087,1.69471679176213,0.719,0.863,0.446387596044174,7,FBgn0038088
FBgn0053494.6,0.000339913122817624,1.31720449720111,0.811,0.913,0.679826245635247,7,FBgn0053494
FBgn0040551.5,0.000436641678960914,1.05809178317337,0.831,0.902,0.873283357921828,7,FBgn0040551
FBgn0033188.5,0.000438256751933384,0.719120771123956,0.766,0.781,0.876513503866768,7,FBgn0033188
FBgn0003890.6,0.000555868209045702,1.35407448321767,0.879,0.866,1,7,FBgn0003890
FBgn0263080,0.000743670291100491,0.301193534578704,0.556,0.383,1,7,FBgn0263080
FBgn0085359.7,0.00113651737458364,1.4713889031724,0.53,0.848,1,7,FBgn0085359
FBgn0266376.5,0.00114996398466734,-0.599653873088831,0.725,0.566,1,7,FBgn0266376
FBgn0032886.7,0.00115404524750145,1.28336160109317,0.746,0.855,1,7,FBgn0032886
FBgn0003748.7,0.00130139079352804,1.19229113951345,0.831,0.922,1,7,FBgn0003748
FBgn0026602.5,0.00161449049686747,1.3038109690209,0.583,0.803,1,7,FBgn0026602
FBgn0267488.2,0.00176468439941819,0.663167555311817,0.609,0.689,1,7,FBgn0267488
FBgn0031213.4,0.00193843148485988,1.16833091380571,0.822,0.812,1,7,FBgn0031213
FBgn0264895.6,0.00215035335058809,1.13432672380905,0.775,0.907,1,7,FBgn0264895
FBgn0261547.5,0.00267806439772243,0.450262539466835,0.459,0.535,1,7,FBgn0261547
FBgn0283741.7,0.00316696995524225,0.357968103336971,0.725,0.755,1,7,FBgn0283741
FBgn0035539.5,0.00365854639277351,0.525297694689921,0.793,0.832,1,7,FBgn0035539
FBgn0031037.3,0.00418665269159277,0.776674297353087,0.533,0.661,1,7,FBgn0031037
FBgn0052594.3,0.00462723974842001,0.580688545685765,0.683,0.689,1,7,FBgn0052594
FBgn0035049.5,0.00478790372447797,0.7651494807012,0.559,0.68,1,7,FBgn0035049
FBgn0004647.3,0.00495559352239545,-0.646057398571675,0.775,0.609,1,7,FBgn0004647
FBgn0036877.6,0.00495559403457342,0.326993600304187,0.639,0.72,1,7,FBgn0036877
FBgn0003218.6,0.0054880446763799,0.874104919655691,0.787,0.782,1,7,FBgn0003218
FBgn0000318.7,0.00607673568989141,1.08868323674859,0.74,0.894,1,7,FBgn0000318
FBgn0038683.4,0.00714775491046194,0.349053894739941,0.586,0.644,1,7,FBgn0038683
FBgn0030114.4,0.00813479351620811,0.95080410600606,0.778,0.744,1,7,FBgn0030114
FBgn0014869.6,0.00933114872585608,0.78089277876306,0.772,0.796,1,7,FBgn0014869
FBgn0003525.6,0.00965318396554409,-0.750115835788654,0.787,0.683,1,7,FBgn0003525
FBgn0001149.6,0.00984926140939626,0.298397557814942,0.82,0.983,1,7,FBgn0001149
FBgn0038052,7.67595372448095e-96,3.14770457473027,0.923,0.313,1.53519074489619e-92,8,FBgn0038052
FBgn0000042.8,2.37183068739509e-86,-2.78894667905351,0.911,0.999,4.74366137479017e-83,8,FBgn0000042
FBgn0041102,5.18157859775167e-83,4.46488631130613,0.905,0.404,1.03631571955033e-79,8,FBgn0041102
FBgn0261458.7,1.48733870785547e-82,-2.96947183539639,0.645,0.967,2.97467741571094e-79,8,FBgn0261458
FBgn0004175,5.16277270768352e-82,2.90606420773283,0.888,0.313,1.0325545415367e-78,8,FBgn0004175
FBgn0039498,1.39129999136671e-80,1.33343848507838,0.817,0.25,2.78259998273341e-77,8,FBgn0039498
FBgn0261614,2.74589912178952e-79,1.87438942333223,0.864,0.344,5.49179824357905e-76,8,FBgn0261614
FBgn0262967,1.13952008884444e-78,2.09337329835247,0.852,0.271,2.27904017768888e-75,8,FBgn0262967
FBgn0042189,1.3706710457133e-78,3.29876257069969,0.87,0.369,2.7413420914266e-75,8,FBgn0042189
FBgn0037579,7.74900385246013e-77,1.76814411985712,0.84,0.4,1.54980077049203e-73,8,FBgn0037579
FBgn0051988,2.05739205611236e-76,4.63186094647154,0.899,0.321,4.11478411222471e-73,8,FBgn0051988
FBgn0001149.7,5.56378384368755e-76,-2.34848278263891,0.769,0.982,1.11275676873751e-72,8,FBgn0001149
FBgn0003137.6,8.40792498986602e-75,-2.71362324882441,0.657,0.968,1.6815849979732e-71,8,FBgn0003137
FBgn0032563,2.4428708538999e-74,0.633886721718485,0.84,0.332,4.88574170779981e-71,8,FBgn0032563
