"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","Gene_name"
"FBgn0033427",0.00498399214883161,-0.167380305194963,5.61143404147559,4.78670730927888e-05,0.994479797199206,NA,"FBgn0033427","Smyd4-1"
"FBgn0033421",0.0206663455755197,-0.111435096884561,2.4485649924759,-0.00658834783916973,1,NA,"FBgn0033421","CG1888"
"FBgn0029092",0.926441338019555,-0.0672361947979815,0.266106935084254,0.0601952887145671,0.806187544604585,0.940788888903202,"FBgn0029092","ced-6"
"FBgn0033412",0.000450947528198039,-0.176747059912405,6.46292061024692,-0.000192422661651648,1,NA,"FBgn0033412","CG13955"
"FBgn0016078",0.130745057279245,-0.136208617045524,0.623633531448782,0.00358954028558855,0.952225107339444,NA,"FBgn0016078","wun"
"FBgn0028473",0.699658750557444,0.0193038850423453,0.226600303853742,0.0166711907359058,0.897265097984596,0.980896468584932,"FBgn0028473",NA
"FBgn0033408",0,NA,NA,NA,NA,NA,"FBgn0033408","CG8800"
"FBgn0033371",0.00178894099909381,-0.17603012797963,6.46292053361573,-0.000350664546395762,1,NA,"FBgn0033371","CNT1"
"FBgn0010220",0.0169826969093383,-0.103858102163018,3.06745930048103,-0.00252585543060491,1,NA,"FBgn0010220","Dbp45A"
"FBgn0033376",0.0267562143517959,-0.193511454089744,2.25390967483147,-0.00118532070831634,1,NA,"FBgn0033376","CG8777"
"FBgn0015838",0.028455861032532,-0.269683010165064,2.09702988813786,0.0228362055088951,0.879883793529937,NA,"FBgn0015838","Vang"
"FBgn0033378",0.191285798288713,-0.234537294633524,0.421457885162276,0.188037907430498,0.664554691833579,NA,"FBgn0033378","tsu"
"FBgn0003612",0.0814825765052846,-0.262995751156745,0.871052881461731,0.0344565688919829,0.852738998652076,NA,"FBgn0003612","Su(var)2-10"
"FBgn0033381",0.0214259379755082,-0.198684708445743,2.20775265639531,0.00606864899657467,0.937906379180909,NA,"FBgn0033381","GstE13"
